Manufacturer,MFR Part #,Product Description,Retail / MSRP,Dealer Actual Cost,Dealers Discount from list,Proposed GSA Price (w/o IFF fee) ,GSA Discount % from List,Proposed GSA Price (with IFF of .75%),Country of Origin,Warranty
Leviton,6234B-03S,PCORD C6 110-T568B 3'  ,$19.75 ,$9.45,1%,$1 ,1%,$11.52,US,1 Year
Leviton,6234B-05S,PCORD C6 110-T568B 5'  ,$21.24 ,$10.16,1%,$1 ,1%,$12.39,US,1 Year
Leviton,6234B-07S,PCORD C6 110-T568B 7'  ,$22.70 ,$10.87,1%,$1 ,1%,$13.26,US,1 Year
Leviton,6234B-10S,PCORD C6 110-T568B 10' ,$24.50 ,$11.73,1%,$1 ,1%,$14.30,US,1 Year
Leviton,69104-IDC,CLIP 110 C6 C4 QTY 10  ,$1.09 ,$0.52,1%,$1 ,1%,$0.63,US,1 Year
Leviton,6910G-U24,PNL QP C6A 24PT 1U     ,$512.59 ,$219.04,1%,$1 ,1%,$267.12,US,1 Year
Leviton,6910G-U48,PNL QP C6A 48PT 2U FLT ,$894.13 ,$382.09,1%,$1 ,1%,$465.96,US,1 Year
Leviton,69270-D48,PNL QP C6 48PT 1U      ,$649.38 ,$285.27,1%,$1 ,1%,$347.89,US,1 Year
Leviton,69270-U24,PNL QP C6 24PT 1U      ,$270.16 ,$118.69,1%,$1 ,1%,$144.74,US,1 Year
Leviton,69270-U48,PNL QP C6 48PT 2U      ,$532.16 ,$233.78,1%,$1 ,1%,$285.10,US,1 Year
Leviton,69586-A24,PNL 110 C6 24PT 1U     ,$257.86 ,$113.27,1%,$1 ,1%,$138.13,US,1 Year
Leviton,69586-A48,PNL 110 C6 48PT 2U     ,$507.99 ,$223.16,1%,$1 ,1%,$272.15,US,1 Year
Leviton,69586-C48,PNL 110 C6 48PT 2U CEN ,$507.98 ,$223.15,1%,$1 ,1%,$272.13,US,1 Year
Leviton,69586-R24,PNL 110 C6 24PT 1U REC ,$299.59 ,$131.60,1%,$1 ,1%,$160.49,US,1 Year
Leviton,69586-R48,PNL 110 C6 48PT 2U REC ,$591.79 ,$259.97,1%,$1 ,1%,$317.04,US,1 Year
Leviton,69586-U12,PNL 110 C6 12PT 1U     ,$168.43 ,$73.99,1%,$1 ,1%,$90.23,US,1 Year
Leviton,69586-U24,PNL 110 C6 24PT 1U     ,$257.86 ,$113.27,1%,$1 ,1%,$138.13,US,1 Year
Leviton,69586-U48,PNL 110 C6 48PT 2U     ,$507.98 ,$223.15,1%,$1 ,1%,$272.13,US,1 Year
Leviton,69586-U89,PNL 110 C6 12PT 89D    ,$157.09 ,$69.01,1%,$1 ,1%,$84.16,US,1 Year
Leviton,69586-U96,PNL 110 C6 96PT 4U     ,$934.93 ,$410.70,1%,$1 ,1%,$500.85,US,1 Year
Leviton,69587-U48,PNL 110 C6 48PT 2U ANG ,$589.44 ,$258.94,1%,$1 ,1%,$315.78,US,1 Year
Leviton,6A10G-RB6,JACK C6A+ BN           ,$20.40 ,$8.72,1%,$1 ,1%,$10.63,US,1 Year
Leviton,6A10G-RC6,JACK C6A+ CR           ,$20.40 ,$8.72,1%,$1 ,1%,$10.63,US,1 Year
Leviton,6A10G-RE6,JACK C6A+ BK           ,$20.40 ,$8.72,1%,$1 ,1%,$10.63,US,1 Year
Leviton,6A10G-RG6,JACK C6A+ GY           ,$20.40 ,$8.72,1%,$1 ,1%,$10.63,US,1 Year
Leviton,6A10G-RI6,JACK C6A+ IV           ,$20.40 ,$8.72,1%,$1 ,1%,$10.63,US,1 Year
Leviton,6A10G-RL6,JACK C6A+ BL           ,$20.40 ,$8.72,1%,$1 ,1%,$10.63,US,1 Year
Leviton,6A10G-RO6,JACK C6A+ OR           ,$20.40 ,$8.72,1%,$1 ,1%,$10.63,US,1 Year
Leviton,6A10G-RP6,JACK C6A+ PU           ,$20.40 ,$8.72,1%,$1 ,1%,$10.63,US,1 Year
Leviton,6A10G-RR6,JACK C6A+ RD           ,$20.40 ,$8.72,1%,$1 ,1%,$10.63,US,1 Year
Leviton,6A10G-RT6,JACK C6A+ LA           ,$20.40 ,$8.72,1%,$1 ,1%,$10.63,US,1 Year
Leviton,6A10G-RV6,JACK C6A+ GN           ,$20.40 ,$8.72,1%,$1 ,1%,$10.63,US,1 Year
Leviton,6A10G-RW6,JACK C6A+ WH           ,$20.40 ,$8.72,1%,$1 ,1%,$10.63,US,1 Year
Leviton,6A10G-RY6,JACK C6A+ YL           ,$20.40 ,$8.72,1%,$1 ,1%,$10.63,US,1 Year
Leviton,6A586-U24,PNL 110 C6A 24PT 1U    ,$524.31 ,$224.06,1%,$1 ,1%,$273.24,US,1 Year
Leviton,6A586-U48,PNL 110 C6A 48PT 2U    ,"$1,029.56 ",$439.96,1%,$1 ,1%,$536.54,US,1 Year
Leviton,6A587-U24,PNL 110 C6A 24PT 1U ANG,$557.69 ,$238.31,1%,$1 ,1%,$290.62,US,1 Year
Leviton,6A587-U48,PNL 110 C6A 48PT 2U ANG,"$1,036.73 ",$443.02,1%,$1 ,1%,$540.27,US,1 Year
Leviton,6AS10-03E,PCORD C6A FTP 3' BK    ,$17.19 ,$7.35,1%,$1 ,1%,$8.96,US,1 Year
Leviton,6AS10-03G,PCORD C6A FTP 3' GN    ,$17.19 ,$7.35,1%,$1 ,1%,$8.96,US,1 Year
Leviton,6AS10-03L,PCORD C6A FTP 3' BL    ,$17.19 ,$7.35,1%,$1 ,1%,$8.96,US,1 Year
Leviton,6AS10-03O,PCORD C6A FTP 3' OR    ,$17.19 ,$7.35,1%,$1 ,1%,$8.96,US,1 Year
Leviton,6AS10-03R,PCORD C6A FTP 3' RD    ,$17.19 ,$7.35,1%,$1 ,1%,$8.96,US,1 Year
Leviton,6AS10-03S,PCORD C6A FTP 3' GY    ,$17.19 ,$7.35,1%,$1 ,1%,$8.96,US,1 Year
Leviton,6AS10-03W,PCORD C6A FTP 3' WH    ,$17.19 ,$7.35,1%,$1 ,1%,$8.96,US,1 Year
Leviton,6AS10-03Y,PCORD C6A FTP 3' YL    ,$17.19 ,$7.35,1%,$1 ,1%,$8.96,US,1 Year
Leviton,6AS10-05E,PCORD C6A FTP 5' BK    ,$19.88 ,$8.49,1%,$1 ,1%,$10.35,US,1 Year
Leviton,6AS10-05G,PCORD C6A FTP 5' GN    ,$19.88 ,$8.49,1%,$1 ,1%,$10.35,US,1 Year
Leviton,6AS10-05L,PCORD C6A FTP 5' BL    ,$19.88 ,$8.49,1%,$1 ,1%,$10.35,US,1 Year
Leviton,6AS10-05O,PCORD C6A FTP 5' OR    ,$19.88 ,$8.49,1%,$1 ,1%,$10.35,US,1 Year
Leviton,6AS10-05R,PCORD C6A FTP 5' RD    ,$19.88 ,$8.49,1%,$1 ,1%,$10.35,US,1 Year
Leviton,6AS10-05S,PCORD C6A FTP 5' GY    ,$19.88 ,$8.49,1%,$1 ,1%,$10.35,US,1 Year
Leviton,6AS10-05W,PCORD C6A FTP 5' WH    ,$19.88 ,$8.49,1%,$1 ,1%,$10.35,US,1 Year
Leviton,6AS10-05Y,PCORD C6A FTP 5' YL    ,$19.88 ,$8.49,1%,$1 ,1%,$10.35,US,1 Year
