Manufacturer,MFR Part #,Product Description, Retail / MSRP , Dealer Actual Cost ,Dealer's Discount (% from list),Proposed GSA Price (w/o IFF fee),GSA Discount % from List,Proposed GSA Price (with IFF of .75%),Country of Origin,Warranty
ORTRONICS,MC605-09,"CORD,CAT6,MOD 8,5FT,WHITE",$11.04 ,$5.52 ,50%,$6.78 ,39%,$6.73 ,USA,1 Year
ORTRONICS,MC606-02,"CORD,CAT6,MOD 8,6FT,RED",$12.70 ,$6.35 ,50%,$7.80 ,39%,$7.74 ,USA,1 Year
ORTRONICS,MC606-04,"CORD,CAT6,MOD 8,6FT,YELLOW",$12.70 ,$6.35 ,50%,$7.80 ,39%,$7.74 ,USA,1 Year
ORTRONICS,MC606-05,"CORD,CAT6,MOD 8,6FT,GREEN",$12.70 ,$6.35 ,50%,$7.80 ,39%,$7.74 ,USA,1 Year
ORTRONICS,MC606-06,"CORD,CAT6,MOD 8,6FT,BLUE",$12.70 ,$6.35 ,50%,$7.80 ,39%,$7.74 ,USA,1 Year
ORTRONICS,MC606-08,"CORD,CAT6,MOD 8,6FT,GRAY",$12.70 ,$6.35 ,50%,$7.80 ,39%,$7.74 ,USA,1 Year
ORTRONICS,MC606-09,"CORD,CAT6,MOD 8,6FT,WHITE",$12.70 ,$6.35 ,50%,$7.80 ,39%,$7.74 ,USA,1 Year
ORTRONICS,MC607-00,"CORD,CAT6,MOD 8,7FT,BLACK",$12.70 ,$6.35 ,50%,$7.80 ,39%,$7.74 ,USA,1 Year
ORTRONICS,MC607-02,"CORD,CAT6,MOD 8,7FT,RED",$12.70 ,$6.35 ,50%,$7.80 ,39%,$7.74 ,USA,1 Year
ORTRONICS,MC607-03,"CORD,CAT6,MOD 8,7FT,ORANGE",$12.70 ,$6.35 ,50%,$7.80 ,39%,$7.74 ,USA,1 Year
ORTRONICS,MC607-04,"CORD,CAT6,MOD 8,7FT,YELLOW",$12.70 ,$6.35 ,50%,$7.80 ,39%,$7.74 ,USA,1 Year
ORTRONICS,MC607-05,"CORD,CAT6,MOD 8,7FT,GREEN",$12.70 ,$6.35 ,50%,$7.80 ,39%,$7.74 ,USA,1 Year
ORTRONICS,MC607-06,"CORD,CAT6,MOD 8,7FT,BLUE",$12.70 ,$6.35 ,50%,$7.80 ,39%,$7.74 ,USA,1 Year
ORTRONICS,MC607-07,"CORD,CAT6,MOD 8,7FT,PURPLE",$12.70 ,$6.35 ,50%,$7.80 ,39%,$7.74 ,USA,1 Year
ORTRONICS,MC607-08,"CORD,CAT6,MOD 8,7FT,GRAY",$12.70 ,$6.35 ,50%,$7.80 ,39%,$7.74 ,USA,1 Year
ORTRONICS,MC607-09,"CORD,CAT6,MOD 8,7FT,WHITE",$12.70 ,$6.35 ,50%,$7.80 ,39%,$7.74 ,USA,1 Year
ORTRONICS,MC608-00,"CORD,CAT6,MOD 8,8FT,BLACK",$14.18 ,$7.09 ,50%,$8.71 ,39%,$8.65 ,USA,1 Year
ORTRONICS,MC608-02,"CORD,CAT6,MOD 8,8FT,RED",$14.18 ,$7.09 ,50%,$8.71 ,39%,$8.65 ,USA,1 Year
ORTRONICS,MC608-04,"CORD,CAT6,MOD 8,8FT,YELLOW",$14.18 ,$7.09 ,50%,$8.71 ,39%,$8.65 ,USA,1 Year
ORTRONICS,MC608-05,"CORD,CAT6,MOD 8,8FT,GREEN",$14.18 ,$7.09 ,50%,$8.71 ,39%,$8.65 ,USA,1 Year
ORTRONICS,MC608-06,"CORD,CAT6,MOD 8,8FT,BLUE",$14.18 ,$7.09 ,50%,$8.71 ,39%,$8.65 ,USA,1 Year
ORTRONICS,MC608-08,"CORD,CAT6,MOD 8,8FT,GRAY",$14.18 ,$7.09 ,50%,$8.71 ,39%,$8.65 ,USA,1 Year
ORTRONICS,MC608-09,"CORD,CAT6,MOD 8,8FT,WHITE",$14.18 ,$7.09 ,50%,$8.71 ,39%,$8.65 ,USA,1 Year
ORTRONICS,MC609-00,"CORD,CAT6,MOD 8,9FT,BLACK",$14.18 ,$7.09 ,50%,$8.71 ,39%,$8.65 ,USA,1 Year
ORTRONICS,MC609-02,"CORD,CAT6,MOD 8,9FT,RED",$14.18 ,$7.09 ,50%,$8.71 ,39%,$8.65 ,USA,1 Year
ORTRONICS,MC609-03,"CORD,CAT6,MOD 8,9FT,ORANGE",$14.18 ,$7.09 ,50%,$8.71 ,39%,$8.65 ,USA,1 Year
ORTRONICS,MC609-04,"CORD,CAT6,MOD 8,9FT,YELLOW",$14.18 ,$7.09 ,50%,$8.71 ,39%,$8.65 ,USA,1 Year
ORTRONICS,MC609-05,"CORD,CAT6,MOD 8,9FT,GREEN",$14.18 ,$7.09 ,50%,$8.71 ,39%,$8.65 ,USA,1 Year
ORTRONICS,MC609-06,"CORD,CAT6,MOD 8,9FT,BLUE",$14.18 ,$7.09 ,50%,$8.71 ,39%,$8.65 ,USA,1 Year
ORTRONICS,MC609-07,"CORD,CAT6,MOD 8,9FT,PURPLE",$14.18 ,$7.09 ,50%,$8.71 ,39%,$8.65 ,USA,1 Year
ORTRONICS,MC609-08,"CORD,CAT6,MOD 8,9FT,GRAY",$14.18 ,$7.09 ,50%,$8.71 ,39%,$8.65 ,USA,1 Year
ORTRONICS,MC609-09,"CORD,CAT6,MOD 8,9FT,WHITE",$14.18 ,$7.09 ,50%,$8.71 ,39%,$8.65 ,USA,1 Year
ORTRONICS,MC610-02,"CORD,CAT6,MOD 8,10FT,RED",$14.74 ,$7.37 ,50%,$9.06 ,39%,$8.99 ,USA,1 Year
ORTRONICS,MC61003-02,"CORD 10G,MOD8,3FT,RED",$17.68 ,$8.84 ,50%,$10.86 ,39%,$10.78 ,USA,1 Year
ORTRONICS,MC61003-04,"CORD 10G,MOD8,3FT,YELLOW",$17.68 ,$8.84 ,50%,$10.86 ,39%,$10.78 ,USA,1 Year
ORTRONICS,MC61003-05,"CORD 10G,MOD8,3FT,GREEN",$17.68 ,$8.84 ,50%,$10.86 ,39%,$10.78 ,USA,1 Year
ORTRONICS,MC61003-06,"CORD 10G,MOD8,3FT,BLUE",$17.68 ,$8.84 ,50%,$10.86 ,39%,$10.78 ,USA,1 Year
ORTRONICS,MC61003-09,"CORD 10G,MOD8,3FT,WHITE",$17.68 ,$8.84 ,50%,$10.86 ,39%,$10.78 ,USA,1 Year
ORTRONICS,MC610-04,"CORD,CAT6,MOD 8,10FT,YELLOW",$14.74 ,$7.37 ,50%,$9.06 ,39%,$8.99 ,USA,1 Year
ORTRONICS,MC610-05,"CORD,CAT6,MOD 8,10FT,GREEN",$14.74 ,$7.37 ,50%,$9.06 ,39%,$8.99 ,USA,1 Year
ORTRONICS,MC61005-02,"CORD 10G,MOD8,5FT,RED",$19.14 ,$9.57 ,50%,$11.76 ,39%,$11.67 ,USA,1 Year
ORTRONICS,MC61005-04,"CORD 10G,MOD8,5FT,YELLOW",$19.14 ,$9.57 ,50%,$11.76 ,39%,$11.67 ,USA,1 Year
ORTRONICS,MC61005-05,"CORD 10G,MOD8,5FT,GREEN",$19.14 ,$9.57 ,50%,$11.76 ,39%,$11.67 ,USA,1 Year
ORTRONICS,MC61005-06,"CORD 10G,MOD8,5FT,BLUE",$19.14 ,$9.57 ,50%,$11.76 ,39%,$11.67 ,USA,1 Year
ORTRONICS,MC61005-09,"CORD 10G,MOD8,5FT,WHITE",$19.14 ,$9.57 ,50%,$11.76 ,39%,$11.67 ,USA,1 Year
ORTRONICS,MC610-06,"CORD,CAT6,MOD 8,10FT,BLUE",$14.74 ,$7.37 ,50%,$9.06 ,39%,$8.99 ,USA,1 Year
ORTRONICS,MC61007-02,"CORD 10G,MOD8,7FT,RED",$20.38 ,$10.19 ,50%,$12.52 ,39%,$12.43 ,USA,1 Year
ORTRONICS,MC61007-04,"CORD 10G,MOD8,7FT,YELLOW",$20.38 ,$10.19 ,50%,$12.52 ,39%,$12.43 ,USA,1 Year
ORTRONICS,MC61007-05,"CORD 10G,MOD8,7FT,GREEN",$20.38 ,$10.19 ,50%,$12.52 ,39%,$12.43 ,USA,1 Year
ORTRONICS,MC61007-06,"CORD 10G,MOD8,7FT,BLUE",$20.38 ,$10.19 ,50%,$12.52 ,39%,$12.43 ,USA,1 Year
ORTRONICS,MC61007-09,"CORD 10G,MOD8,7FT,WHITE",$20.38 ,$10.19 ,50%,$12.52 ,39%,$12.43 ,USA,1 Year
ORTRONICS,MC610-08,"CORD,CAT6,MOD 8,10FT,GRAY",$14.74 ,$7.37 ,50%,$9.06 ,39%,$8.99 ,USA,1 Year
ORTRONICS,MC610-09,"CORD,CAT6,MOD 8,10FT,WHITE",$14.74 ,$7.37 ,50%,$9.06 ,39%,$8.99 ,USA,1 Year
ORTRONICS,MC61009-02,"CORD 10G,MOD8,9FT,RED",$22.00 ,$11.00 ,50%,$13.52 ,39%,$13.41 ,USA,1 Year
ORTRONICS,MC61009-04,"CORD 10G,MOD8,9FT,YELLOW",$22.00 ,$11.00 ,50%,$13.52 ,39%,$13.41 ,USA,1 Year
ORTRONICS,MC61009-05,"CORD 10G,MOD8,9FT,GREEN",$22.00 ,$11.00 ,50%,$13.52 ,39%,$13.41 ,USA,1 Year
ORTRONICS,MC61009-06,"CORD 10G,MOD8,9FT,BLUE",$22.00 ,$11.00 ,50%,$13.52 ,39%,$13.41 ,USA,1 Year
ORTRONICS,MC61009-09,"CORD 10G,MOD8,9FT,WHITE",$22.00 ,$11.00 ,50%,$13.52 ,39%,$13.41 ,USA,1 Year
ORTRONICS,MC61015-02,"CORD 10G,MOD8,15FT,RED",$26.38 ,$13.19 ,50%,$16.21 ,39%,$16.09 ,USA,1 Year
ORTRONICS,MC61015-04,"CORD 10G,MOD8,15FT,YELLOW",$26.38 ,$13.19 ,50%,$16.21 ,39%,$16.09 ,USA,1 Year
ORTRONICS,MC61015-05,"CORD 10G,MOD8,15FT,GREEN",$26.38 ,$13.19 ,50%,$16.21 ,39%,$16.09 ,USA,1 Year
ORTRONICS,MC61015-06,"CORD 10G,MOD8,15FT,BLUE",$26.38 ,$13.19 ,50%,$16.21 ,39%,$16.09 ,USA,1 Year
ORTRONICS,MC61015-09,"CORD 10G,MOD8,15FT,WHITE",$26.38 ,$13.19 ,50%,$16.21 ,39%,$16.09 ,USA,1 Year
ORTRONICS,MC61020-02,"CORD 10G,MOD8,20FT,RED",$31.64 ,$15.82 ,50%,$19.44 ,39%,$19.29 ,USA,1 Year
ORTRONICS,MC61020-04,"CORD 10G,MOD8,20FT,YELLOW",$31.64 ,$15.82 ,50%,$19.44 ,39%,$19.29 ,USA,1 Year
ORTRONICS,MC61020-05,"CORD 10G,MOD8,20FT,GREEN",$31.64 ,$15.82 ,50%,$19.44 ,39%,$19.29 ,USA,1 Year
ORTRONICS,MC61020-06,"CORD 10G,MOD8,20FT,BLUE",$31.64 ,$15.82 ,50%,$19.44 ,39%,$19.29 ,USA,1 Year
ORTRONICS,MC61020-09,"CORD 10G,MOD8,20FT,WHITE",$31.64 ,$15.82 ,50%,$19.44 ,39%,$19.29 ,USA,1 Year
ORTRONICS,MC61025-02,"CORD 10G,MOD8,25FT,RED",$33.48 ,$16.74 ,50%,$20.57 ,39%,$20.41 ,USA,1 Year
ORTRONICS,MC61025-04,"CORD 10G,MOD8,25FT,YELLOW",$33.48 ,$16.74 ,50%,$20.57 ,39%,$20.41 ,USA,1 Year
ORTRONICS,MC61025-05,"CORD 10G,MOD8,25FT,GREEN",$33.48 ,$16.74 ,50%,$20.57 ,39%,$20.41 ,USA,1 Year
ORTRONICS,MC61025-06,"CORD 10G,MOD8,25FT,BLUE",$33.48 ,$16.74 ,50%,$20.57 ,39%,$20.41 ,USA,1 Year
ORTRONICS,MC61025-09,"CORD 10G,MOD8,25FT,WHITE",$33.48 ,$16.74 ,50%,$20.57 ,39%,$20.41 ,USA,1 Year
ORTRONICS,MC611-04,"CORD,CAT6,MOD 8,11FT,YELLOW",$16.12 ,$8.06 ,50%,$9.90 ,39%,$9.83 ,USA,1 Year
ORTRONICS,MC611-05,"CORD,CAT6,MOD 8,11FT,GREEN",$16.12 ,$8.06 ,50%,$9.90 ,39%,$9.83 ,USA,1 Year
ORTRONICS,MC611-06,"CORD,CAT6,MOD 8,11FT,BLUE",$16.12 ,$8.06 ,50%,$9.90 ,39%,$9.83 ,USA,1 Year
ORTRONICS,MC611-08,"CORD,CAT6,MOD 8,11FT,GRAY",$16.12 ,$8.06 ,50%,$9.90 ,39%,$9.83 ,USA,1 Year
ORTRONICS,MC611-09,"CORD,CAT6,MOD 8,11FT,WHITE",$16.12 ,$8.06 ,50%,$9.90 ,39%,$9.83 ,USA,1 Year
ORTRONICS,MC612-02,"CORD,CAT6,MOD 8,12FT,RED",$16.12 ,$8.06 ,50%,$9.90 ,39%,$9.83 ,USA,1 Year
ORTRONICS,MC612-04,"CORD,CAT6,MOD 8,12FT,YELLOW",$16.12 ,$8.06 ,50%,$9.90 ,39%,$9.83 ,USA,1 Year
ORTRONICS,MC612-05,"CORD,CAT6,MOD 8,12FT,GREEN",$16.12 ,$8.06 ,50%,$9.90 ,39%,$9.83 ,USA,1 Year
ORTRONICS,MC612-06,"CORD,CAT6,MOD 8,12FT,BLUE",$16.12 ,$8.06 ,50%,$9.90 ,39%,$9.83 ,USA,1 Year
ORTRONICS,MC612-08,"CORD,CAT6,MOD 8,12FT,GRAY",$16.12 ,$8.06 ,50%,$9.90 ,39%,$9.83 ,USA,1 Year
ORTRONICS,MC612-09,"CORD,CAT6,MOD 8,12FT,WHITE",$16.12 ,$8.06 ,50%,$9.90 ,39%,$9.83 ,USA,1 Year
ORTRONICS,MC613-04,"CORD,CAT6,MOD 8,13FT,YELLOW",$18.06 ,$9.03 ,50%,$11.10 ,39%,$11.01 ,USA,1 Year
ORTRONICS,MC613-05,"CORD,CAT6,MOD 8,13FT,GREEN",$18.06 ,$9.03 ,50%,$11.10 ,39%,$11.01 ,USA,1 Year
ORTRONICS,MC613-06,"CORD,CAT6,MOD 8,13FT,BLUE",$18.06 ,$9.03 ,50%,$11.10 ,39%,$11.01 ,USA,1 Year
ORTRONICS,MC613-08,"CORD,CAT6,MOD 8,13FT,GRAY",$18.06 ,$9.03 ,50%,$11.10 ,39%,$11.01 ,USA,1 Year
ORTRONICS,MC614-02,"CORD,CAT6,MOD 8,14FT,RED",$18.06 ,$9.03 ,50%,$11.10 ,39%,$11.01 ,USA,1 Year
ORTRONICS,MC614-04,"CORD,CAT6,MOD 8,14FT,YELLOW",$18.06 ,$9.03 ,50%,$11.10 ,39%,$11.01 ,USA,1 Year
ORTRONICS,MC614-05,"CORD,CAT6,MOD 8,14FT,GREEN",$18.06 ,$9.03 ,50%,$11.10 ,39%,$11.01 ,USA,1 Year
ORTRONICS,MC614-06,"CORD,CAT6,MOD 8,14FT,BLUE",$18.06 ,$9.03 ,50%,$11.10 ,39%,$11.01 ,USA,1 Year
ORTRONICS,MC614-08,"CORD,CAT6,MOD 8,14FT,GRAY",$18.06 ,$9.03 ,50%,$11.10 ,39%,$11.01 ,USA,1 Year
ORTRONICS,MC614-09,"CORD,CAT6,MOD 8,14FT,WHITE",$18.06 ,$9.03 ,50%,$11.10 ,39%,$11.01 ,USA,1 Year
ORTRONICS,MC615-00,"CORD,CAT6,MOD 8,15FT,BLACK",$18.06 ,$9.03 ,50%,$11.10 ,39%,$11.01 ,USA,1 Year
ORTRONICS,MC615-02,"CORD,CAT6,MOD 8,15FT,RED",$18.06 ,$9.03 ,50%,$11.10 ,39%,$11.01 ,USA,1 Year
ORTRONICS,MC615-03,"CORD,CAT6,MOD 8,15FT,ORANGE",$18.06 ,$9.03 ,50%,$11.10 ,39%,$11.01 ,USA,1 Year
ORTRONICS,MC615-04,"CORD,CAT6,MOD 8,15FT,YELLOW",$18.06 ,$9.03 ,50%,$11.10 ,39%,$11.01 ,USA,1 Year
ORTRONICS,MC615-05,"CORD,CAT6,MOD 8,15FT,GREEN",$18.06 ,$9.03 ,50%,$11.10 ,39%,$11.01 ,USA,1 Year
ORTRONICS,MC615-06,"CORD,CAT6,MOD 8,15FT,BLUE",$18.06 ,$9.03 ,50%,$11.10 ,39%,$11.01 ,USA,1 Year
ORTRONICS,MC615-07,"CORD,CAT6,MOD 8,15FT,PURPLE",$18.06 ,$9.03 ,50%,$11.10 ,39%,$11.01 ,USA,1 Year
ORTRONICS,MC615-08,"CORD,CAT6,MOD 8,15FT,GRAY",$18.06 ,$9.03 ,50%,$11.10 ,39%,$11.01 ,USA,1 Year
ORTRONICS,MC615-09,"CORD,CAT6,MOD 8,15FT,WHITE",$18.06 ,$9.03 ,50%,$11.10 ,39%,$11.01 ,USA,1 Year
ORTRONICS,MC616-04,"CORD,CAT6,MOD 8,16FT,YELLOW",$20.96 ,$10.48 ,50%,$12.88 ,39%,$12.78 ,USA,1 Year
ORTRONICS,MC616-05,"CORD,CAT6,MOD 8,16FT,GREEN",$20.96 ,$10.48 ,50%,$12.88 ,39%,$12.78 ,USA,1 Year
ORTRONICS,MC616-06,"CORD,CAT6,MOD 8,16FT,BLUE",$20.96 ,$10.48 ,50%,$12.88 ,39%,$12.78 ,USA,1 Year
ORTRONICS,MC616-08,"CORD,CAT6,MOD 8,16FT,GRAY",$20.96 ,$10.48 ,50%,$12.88 ,39%,$12.78 ,USA,1 Year
ORTRONICS,MC616-09,"CORD,CAT6,MOD 8,16FT,WHITE",$20.96 ,$10.48 ,50%,$12.88 ,39%,$12.78 ,USA,1 Year
ORTRONICS,MC617-03,"CORD,CAT6,MOD 8,17FT,ORANGE",$20.96 ,$10.48 ,50%,$12.88 ,39%,$12.78 ,USA,1 Year
ORTRONICS,MC617-04,"CORD,CAT6,MOD 8,17FT,YELLOW",$20.96 ,$10.48 ,50%,$12.88 ,39%,$12.78 ,USA,1 Year
ORTRONICS,MC617-05,"CORD,CAT6,MOD 8,17FT,GREEN",$20.96 ,$10.48 ,50%,$12.88 ,39%,$12.78 ,USA,1 Year
ORTRONICS,MC617-06,"CORD,CAT6,MOD 8,17FT,BLUE",$20.96 ,$10.48 ,50%,$12.88 ,39%,$12.78 ,USA,1 Year
ORTRONICS,MC617-07,"CORD,CAT6,MOD 8,17FT,PURPLE",$20.96 ,$10.48 ,50%,$12.88 ,39%,$12.78 ,USA,1 Year
ORTRONICS,MC617-09,"CORD,CAT6,MOD 8,17FT,WHITE",$20.96 ,$10.48 ,50%,$12.88 ,39%,$12.78 ,USA,1 Year
ORTRONICS,MC618-04,"CORD,CAT6,MOD 8,18FT,YELLOW",$23.86 ,$11.93 ,50%,$14.66 ,39%,$14.55 ,USA,1 Year
ORTRONICS,MC618-05,"CORD,CAT6,MOD 8,18FT,GREEN",$23.86 ,$11.93 ,50%,$14.66 ,39%,$14.55 ,USA,1 Year
ORTRONICS,MC618-06,"CORD,CAT6,MOD 8,18FT,BLUE",$23.86 ,$11.93 ,50%,$14.66 ,39%,$14.55 ,USA,1 Year
ORTRONICS,MC618-08,"CORD,CAT6,MOD 8,18FT,GRAY",$23.86 ,$11.93 ,50%,$14.66 ,39%,$14.55 ,USA,1 Year
ORTRONICS,MC618-09,"CORD,CAT6,MOD 8,18FT,WHITE",$23.86 ,$11.93 ,50%,$14.66 ,39%,$14.55 ,USA,1 Year
ORTRONICS,MC619-04,"CORD,CAT6,MOD 8,19FT,YELLOW",$23.86 ,$11.93 ,50%,$14.66 ,39%,$14.55 ,USA,1 Year
ORTRONICS,MC619-05,"CORD,CAT6,MOD 8,19FT,GREEN",$23.86 ,$11.93 ,50%,$14.66 ,39%,$14.55 ,USA,1 Year
ORTRONICS,MC619-06,"CORD,CAT6,MOD 8,19FT,BLUE",$23.86 ,$11.93 ,50%,$14.66 ,39%,$14.55 ,USA,1 Year
ORTRONICS,MC620-00,"CORD,CAT6,MOD 8,20FT,BLACK",$23.86 ,$11.93 ,50%,$14.66 ,39%,$14.55 ,USA,1 Year
ORTRONICS,MC620-02,"CORD,CAT6,MOD 8,20FT,RED",$23.86 ,$11.93 ,50%,$14.66 ,39%,$14.55 ,USA,1 Year
ORTRONICS,MC620-03,"CORD,CAT6,MOD 8,20FT,ORANGE",$23.86 ,$11.93 ,50%,$14.66 ,39%,$14.55 ,USA,1 Year
ORTRONICS,MC620-04,"CORD,CAT6,MOD 8,20FT,YELLOW",$23.86 ,$11.93 ,50%,$14.66 ,39%,$14.55 ,USA,1 Year
ORTRONICS,MC620-05,"CORD,CAT6,MOD 8,20FT,GREEN",$23.86 ,$11.93 ,50%,$14.66 ,39%,$14.55 ,USA,1 Year
ORTRONICS,MC620-06,"CORD,CAT6,MOD 8,20FT,BLUE",$23.86 ,$11.93 ,50%,$14.66 ,39%,$14.55 ,USA,1 Year
ORTRONICS,MC620-07,"CORD,CAT6,MOD 8,20FT,PURPLE",$23.86 ,$11.93 ,50%,$14.66 ,39%,$14.55 ,USA,1 Year
ORTRONICS,MC620-08,"CORD,CAT6,MOD 8,20FT,GRAY",$23.86 ,$11.93 ,50%,$14.66 ,39%,$14.55 ,USA,1 Year
ORTRONICS,MC620-09,"CORD,CAT6,MOD 8,20FT,WHITE",$23.86 ,$11.93 ,50%,$14.66 ,39%,$14.55 ,USA,1 Year
ORTRONICS,MC621-05,"CORD,CAT6,MOD 8,21FT,GREEN",$24.86 ,$12.43 ,50%,$15.27 ,39%,$15.16 ,USA,1 Year
ORTRONICS,MC621-06,"CORD,CAT6,MOD 8,21FT,BLUE",$24.86 ,$12.43 ,50%,$15.27 ,39%,$15.16 ,USA,1 Year
ORTRONICS,MC621-09,"CORD,CAT6,MOD 8,21FT,WHITE",$24.86 ,$12.43 ,50%,$15.27 ,39%,$15.16 ,USA,1 Year
ORTRONICS,MC622-04,"CORD,CAT6,MOD 8,22FT,YELLOW",$24.86 ,$12.43 ,50%,$15.27 ,39%,$15.16 ,USA,1 Year
ORTRONICS,MC622-05,"CORD,CAT6,MOD 8,22FT,GREEN",$24.86 ,$12.43 ,50%,$15.27 ,39%,$15.16 ,USA,1 Year
ORTRONICS,MC622-08,"CORD,CAT6,MOD 8,22FT,GRAY",$24.86 ,$12.43 ,50%,$15.27 ,39%,$15.16 ,USA,1 Year
ORTRONICS,MC622-09,"CORD,CAT6,MOD 8,22FT,WHITE",$24.86 ,$12.43 ,50%,$15.27 ,39%,$15.16 ,USA,1 Year
ORTRONICS,MC623-05,"CORD,CAT6,MOD 8,23FT,GREEN",$25.66 ,$12.83 ,50%,$15.76 ,39%,$15.65 ,USA,1 Year
ORTRONICS,MC624-05,"CORD,CAT6,MOD 8,24FT,GREEN",$25.66 ,$12.83 ,50%,$15.76 ,39%,$15.65 ,USA,1 Year
ORTRONICS,MC624-08,"CORD,CAT6,MOD 8,24FT,GRAY",$25.66 ,$12.83 ,50%,$15.76 ,39%,$15.65 ,USA,1 Year
ORTRONICS,MC625-00,"CORD,CAT6,MOD 8,25FT,BLACK",$25.66 ,$12.83 ,50%,$15.76 ,39%,$15.65 ,USA,1 Year
ORTRONICS,MC625-02,"CORD,CAT6,MOD 8,25FT,RED",$25.66 ,$12.83 ,50%,$15.76 ,39%,$15.65 ,USA,1 Year
ORTRONICS,MC625-03,"CORD,CAT6,MOD 8,25FT,ORANGE",$25.66 ,$12.83 ,50%,$15.76 ,39%,$15.65 ,USA,1 Year
ORTRONICS,MC625-04,"CORD,CAT6,MOD 8,25FT,YELLOW",$25.66 ,$12.83 ,50%,$15.76 ,39%,$15.65 ,USA,1 Year
ORTRONICS,MC625-05,"CORD,CAT6,MOD 8,25FT,GREEN",$25.66 ,$12.83 ,50%,$15.76 ,39%,$15.65 ,USA,1 Year
ORTRONICS,MC625-06,"CORD,CAT6,MOD 8,25FT,BLUE",$25.66 ,$12.83 ,50%,$15.76 ,39%,$15.65 ,USA,1 Year
ORTRONICS,MC625-07,"CORD,CAT6,MOD 8,25FT,PURPLE",$25.66 ,$12.83 ,50%,$15.76 ,39%,$15.65 ,USA,1 Year
ORTRONICS,MC625-08,"CORD,CAT6,MOD 8,25FT,GRAY",$25.66 ,$12.83 ,50%,$15.76 ,39%,$15.65 ,USA,1 Year
ORTRONICS,MC625-09,"CORD,CAT6,MOD 8,25FT,WHITE",$25.66 ,$12.83 ,50%,$15.76 ,39%,$15.65 ,USA,1 Year
ORTRONICS,MC630-00,"CORD,CAT6,MOD 8,30FT,BLACK",$29.34 ,$14.67 ,50%,$18.03 ,39%,$17.89 ,USA,1 Year
ORTRONICS,MC630-02,"CORD,CAT6,MOD 8,30FT,RED",$29.34 ,$14.67 ,50%,$18.03 ,39%,$17.89 ,USA,1 Year
ORTRONICS,MC630-03,"CORD,CAT6,MOD 8,30FT,ORANGE",$29.34 ,$14.67 ,50%,$18.03 ,39%,$17.89 ,USA,1 Year
ORTRONICS,MC630-04,"CORD,CAT6,MOD 8,30FT,YELLOW",$29.34 ,$14.67 ,50%,$18.03 ,39%,$17.89 ,USA,1 Year
ORTRONICS,MC630-05,"CORD,CAT6,MOD 8,30FT,GREEN",$29.34 ,$14.67 ,50%,$18.03 ,39%,$17.89 ,USA,1 Year
ORTRONICS,MC630-06,"CORD,CAT6,MOD 8,30FT,BLUE",$29.34 ,$14.67 ,50%,$18.03 ,39%,$17.89 ,USA,1 Year
ORTRONICS,MC630-08,"CORD,CAT6,MOD 8,30FT,GRAY",$29.34 ,$14.67 ,50%,$18.03 ,39%,$17.89 ,USA,1 Year
ORTRONICS,MC630-09,"CORD,CAT6,MOD 8,30FT,WHITE",$29.34 ,$14.67 ,50%,$18.03 ,39%,$17.89 ,USA,1 Year
ORTRONICS,MC632-09,"CORD,CAT6,MOD 8,32FT,WHITE",$33.12 ,$16.56 ,50%,$20.35 ,39%,$20.20 ,USA,1 Year
ORTRONICS,MC633-06,"CORD,CAT6,MOD 8,33FT,BLUE",$33.12 ,$16.56 ,50%,$20.35 ,39%,$20.20 ,USA,1 Year
ORTRONICS,MC634-04,"CORD,CAT6,MOD 8,34FT,YELLOW",$33.12 ,$16.56 ,50%,$20.35 ,39%,$20.20 ,USA,1 Year
ORTRONICS,MC634-06,"CORD,CAT6,MOD 8,34FT,BLUE",$33.12 ,$16.56 ,50%,$20.35 ,39%,$20.20 ,USA,1 Year
ORTRONICS,MC634-09,"CORD,CAT6,MOD 8,34FT,WHITE",$33.12 ,$16.56 ,50%,$20.35 ,39%,$20.20 ,USA,1 Year
ORTRONICS,MC635-00,"CORD,CAT6,MOD 8,35FT,BLACK",$33.12 ,$16.56 ,50%,$20.35 ,39%,$20.20 ,USA,1 Year
ORTRONICS,MC635-02,"CORD,CAT6,MOD 8,35FT,RED",$33.12 ,$16.56 ,50%,$20.35 ,39%,$20.20 ,USA,1 Year
ORTRONICS,MC635-03,"CORD,CAT6,MOD 8,35FT,ORANGE",$33.12 ,$16.56 ,50%,$20.35 ,39%,$20.20 ,USA,1 Year
ORTRONICS,MC635-04,"CORD,CAT6,MOD 8,35FT,YELLOW",$33.12 ,$16.56 ,50%,$20.35 ,39%,$20.20 ,USA,1 Year
ORTRONICS,MC635-05,"CORD,CAT6,MOD 8,35FT,GREEN",$33.12 ,$16.56 ,50%,$20.35 ,39%,$20.20 ,USA,1 Year
ORTRONICS,MC635-06,"CORD,CAT6,MOD 8,35FT,BLUE",$33.12 ,$16.56 ,50%,$20.35 ,39%,$20.20 ,USA,1 Year
ORTRONICS,MC635-07,"CORD,CAT6,MOD 8,35FT,PURPLE",$33.12 ,$16.56 ,50%,$20.35 ,39%,$20.20 ,USA,1 Year
ORTRONICS,MC635-08,"CORD,CAT6,MOD 8,35FT,GRAY",$33.12 ,$16.56 ,50%,$20.35 ,39%,$20.20 ,USA,1 Year
ORTRONICS,MC635-09,"CORD,CAT6,MOD 8,35FT,WHITE",$33.12 ,$16.56 ,50%,$20.35 ,39%,$20.20 ,USA,1 Year
